FRS_FACILITY_DETAIL_REPORT_URL,REGISTRY_ID,PRIMARY_NAME,LOCATION_ADDRESS,SUPPLEMENTAL_LOCATION,CITY_NAME,COUNTY_NAME,FIPS_CODE,STATE_CODE,STATE_NAME,COUNTRY_NAME,POSTAL_CODE,FEDERAL_FACILITY_CODE,FEDERAL_AGENCY_NAME,TRIBAL_LAND_CODE,TRIBAL_LAND_NAME,CONGRESSIONAL_DIST_NUM,CENSUS_BLOCK_CODE,HUC_CODE,EPA_REGION_CODE,SITE_TYPE_NAME,LOCATION_DESCRIPTION,CREATE_DATE,UPDATE_DATE,US_MEXICO_BORDER_IND,PGM_SYS_ACRNMS,INTEREST_TYPES,NAICS_CODES,NAICS_CODE_DESCRIPTIONS,SIC_CODES,SIC_CODE_DESCRIPTIONS,CONVEYOR,COLLECT_DESC,REF_POINT_DESC,SOURCE_DESC,lat,long,id,input_address,match_indicator,match_type,matched_address,tiger_line_id,tiger_side
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000749539,110000000000,1007 WALNUT STREET LLC,1007 WALNUT ST,NA,BOULDER,BOULDER,8013,CO,COLORADO,UNITED STATES,80302,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,1-Mar-00,26-Jan-12,NA,RCRAINFO:CO0000447151,UNSPECIFIED UNIVERSE,NA,NA,NA,NA,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,NA,40.016407,-105.28196,11,"1007 WALNUT ST, BOULDER, COLORADO, 80302",Match,Exact,"1007 WALNUT ST, BOULDER, CO, 80302",220750676,L
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110059785148,110000000000,109 ST WATERLINE,109 ST AND LOOKOUT RD,NA,BOULDER,BOULDER,CO013,CO,COLORADO,NA,80504,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,14-Jul-14,11-Jan-16,NA,NPDES:COG074791,ICIS-NPDES NON-MAJOR,NA,NA,1799,"SPECIAL TRADE CONTRACTORS, NOT ELSEWHERE CLASSIFIED",ICIS,GPS - UNSPECIFIED,CENTER OF A FACILITY OR STATION,NA,NA,NA,12,"109 ST AND LOOKOUT RD, BOULDER, COLORADO, 80504",No_Match,NA,NA,NA,NA
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110056126080,110000000000,1101 UNIVERSITY AVE RENOVATION,1101 UNIVERSITY AVE,NA,BOULDER,BOULDER,CO013,CO,COLORADO,NA,80302,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,4-Nov-13,11-Jan-16,NA,NPDES:COG074553,ICIS-NPDES NON-MAJOR,NA,NA,1799,"SPECIAL TRADE CONTRACTORS, NOT ELSEWHERE CLASSIFIED",FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,NA,40.010498,-105.27853,13,"1101 UNIVERSITY AVE, BOULDER, COLORADO, 80302",Match,Exact,"1101 UNIVERSITY AVE, BOULDER, CO, 80302",637932037,L
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064618846,110000000000,1301 BROADWAY,1301-1311 BROADWAY AVE CRNR OF PLEASANT & BROADWAY,NA,BOULDER,BOULDER,CO013,CO,COLORADO,NA,80302,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,18-Aug-15,5-Jul-16,NA,NPDES:COG603293,ICIS-NPDES NON-MAJOR,NA,NA,NA,NA,FRS-GEOCODE,ADDRESS MATCHING-NEAREST INTERSECTION,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,14,"1301-1311 BROADWAY AVE CRNR OF PLEASANT & BROADWAY, BOULDER, COLORADO, 80302",No_Match,NA,NA,NA,NA
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070926347,110000000000,1301 BROADWAY,1301 BROADWAY AVE,NA,BOULDER,BOULDER,CO013,CO,COLORADO,NA,80302,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,12-Apr-21,NA,NA,NPDES:COG318046,ICIS-NPDES NON-MAJOR,NA,NA,1799,"SPECIAL TRADE CONTRACTORS, NOT ELSEWHERE CLASSIFIED",FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,NA,40.009563,-105.27633,15,"1301 BROADWAY AVE, BOULDER, COLORADO, 80302",Match,Non_Exact,"1301 BROADWAY ST, BOULDER, CO, 80302",188160157,L
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110063216425,110000000000,1301 CANYON CONDOMINIUM,13 AND CANYON,NA,BOULDER,BOULDER,CO013,CO,COLORADO,NA,80302,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,9-Jan-15,11-Jan-16,NA,"NPDES:COG318084, NPDES:COG603263",ICIS-NPDES NON-MAJOR,NA,NA,NA,NA,ICIS,GPS - UNSPECIFIED,CENTER OF A FACILITY OR STATION,NA,NA,NA,16,"13 AND CANYON, BOULDER, COLORADO, 80302",No_Match,NA,NA,NA,NA
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110054825604,110000000000,13TH STREET PLAZA/ CITY OF BOULDER,1770 13TH ST,NA,BOULDER,BOULDER,8013,CO,COLORADO,UNITED STATES,80302,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,30-Jan-13,28-Mar-14,NA,RCRAINFO:COR000229120,UNSPECIFIED UNIVERSE,NA,NA,NA,NA,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,NA,40.015812,-105.277824,17,"1770 13TH ST, BOULDER, COLORADO, 80302",Match,Exact,"1770 13TH ST, BOULDER, CO, 80302",188215641,R
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110017381493,110000000000,14TH STREET BAR & GRILL,1400 PEARL ST,NA,BOULDER,BOULDER,8013,CO,COLORADO,UNITED STATES,803025307,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,20-Mar-04,1-Jun-17,NA,"AIR:CO0000000801301239, AIRS/AFS:0801301239, EIS:2071011","AIR EMISSIONS CLASSIFICATION UNKNOWN, AIR MINOR","722110, 722511",FULL-SERVICE RESTAURANTS.,5812,EATING PLACES,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,NA,40.018463,-105.27726,18,"1400 PEARL ST, BOULDER, COLORADO, 803025307",Match,Exact,"1400 PEARL ST, BOULDER, CO, 80302",188159744,R
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009566095,110000000000,1617 PEARL ST LLC,1617 PEARL ST,NA,BOULDER,BOULDER,8013,CO,COLORADO,UNITED STATES,80301,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,1-Mar-00,26-Jan-12,NA,RCRAINFO:COR000016022,UNSPECIFIED UNIVERSE,NA,NA,NA,NA,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,NA,40.019047,-105.27445,19,"1617 PEARL ST, BOULDER, COLORADO, 80301",Match,Non_Exact,"1617 PEARL ST, BOULDER, CO, 80302",188159793,L
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070393099,110000000000,1650 CANYON,1650 CANYON BLVD,NA,BOULDER,BOULDER,CO013,CO,COLORADO,USA,80302,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,7-Dec-18,NA,NA,"NPDES:COR03U221, NPDES:COR405088",ICIS-NPDES NON-MAJOR,NA,NA,1522,"GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY",FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,NA,40.017033,-105.27337,20,"1650 CANYON BLVD, BOULDER, COLORADO, 80302",Match,Exact,"1650 CANYON BLVD, BOULDER, CO, 80302",188232495,R
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070501623,110000000000,1689 FOURMILE CANYON DR,1689 FOURMILE CANYON DR,NA,BOULDER,BOULDER,CO013,CO,COLORADO,NA,80302,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,4-Feb-19,NA,NA,NPDES:COG076542,ICIS-NPDES NON-MAJOR,NA,NA,NA,NA,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,NA,40.029896,-105.34188,21,"1689 FOURMILE CANYON DR, BOULDER, COLORADO, 80302",Match,Exact,"1689 FOURMILE CANYON DR, BOULDER, CO, 80302",188215120,L
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110060232430,110000000000,1855 S 57TH COURT LLC,1855 S 57TH CT STE 204,NA,BOULDER,BOULDER,8013,CO,COLORADO,UNITED STATES,80301,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,22-Jul-14,NA,NA,RCRAINFO:COR000233551,UNSPECIFIED UNIVERSE,541712,NA,NA,NA,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,NA,40.01935,-105.22079,22,"1855 S 57TH CT STE 204, BOULDER, COLORADO, 80301",Match,Non_Exact,"1855 57TH CT S, BOULDER, CO, 80301",188163225,L
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064757892,110000000000,18753 US 36 WETLAND MITIGATION COR600 409,PEARL PKWY AND VALMONT RD,NA,BOULDER,BOULDER,CO013,CO,COLORADO,USA,80301,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,11-Sep-15,3-Sep-16,NA,NPDES:COR03N949,ICIS-NPDES NON-MAJOR,NA,NA,1629,"HEAVY CONSTRUCTION, NOT ELSEWHERE CLASSIFIED",FRS-GEOCODE,ADDRESS MATCHING-NEAREST INTERSECTION,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,23,"PEARL PKWY AND VALMONT RD, BOULDER, COLORADO, 80301",No_Match,NA,NA,NA,NA
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069602031,110000000000,19 AND UPLAND AVE GAS MAIN,19 ST AND UPLAND AVE,NA,BOULDER,BOULDER,CO013,CO,COLORADO,NA,80304,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,7-Oct-16,NA,NA,NPDES:COG075659,ICIS-NPDES NON-MAJOR,NA,NA,1799,"SPECIAL TRADE CONTRACTORS, NOT ELSEWHERE CLASSIFIED",ICIS,GPS - UNSPECIFIED,CENTER OF A FACILITY OR STATION,NA,NA,NA,24,"19 ST AND UPLAND AVE, BOULDER, COLORADO, 80304",No_Match,NA,NA,NA,NA
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070696436,110000000000,19TH STREET BRIDGE + TRAIL,"1201 19TH STREET, BOULDER, CO 80302",NA,BOULDER,BOULDER,CO013,CO,COLORADO,USA,80302,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,9-Mar-20,NA,NA,NPDES:COR407780,ICIS-NPDES NON-MAJOR,NA,NA,8221,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,NA,40.012047,-105.27022,25,"1201 19TH STREET, BOULDER, CO 80302, BOULDER, COLORADO, 80302",Match,Exact,"1201 19TH ST, BOULDER, CO, 80302",188184803,L
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069210865,110000000000,2016 WATERLINE REPLACEMENT BOULDER,ITHICA DR KITTRELL CT BROOKFIELD DR ASH ST,NA,BOULDER,BOULDER,CO013,CO,COLORADO,USA,80360,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,3-Jun-16,3-Sep-16,NA,"NPDES:COR03P480, NPDES:COR402360, NPDES:COR406610",ICIS-NPDES NON-MAJOR,NA,NA,"1623, 1629","HEAVY CONSTRUCTION, NOT ELSEWHERE CLASSIFIED, WATER, SEWER, PIPELINE, AND COMMUNICATIONS AND POWER LINE CONSTRUCTION",ICIS,GPS - UNSPECIFIED,CENTER OF A FACILITY OR STATION,NA,NA,NA,26,"ITHICA DR KITTRELL CT BROOKFIELD DR ASH ST, BOULDER, COLORADO, 80360",No_Match,NA,NA,NA,NA
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070601023,110000000000,2016 WATERLINE REPLACEMENT BOULDER,YALE DR AND EDINBORO CT,NA,BOULDER,BOULDER,CO013,CO,COLORADO,NA,80360,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,6-Sep-19,NA,NA,NPDES:COG076739,ICIS-NPDES NON-MAJOR,NA,NA,1799,"SPECIAL TRADE CONTRACTORS, NOT ELSEWHERE CLASSIFIED",FRS-GEOCODE,ADDRESS MATCHING-NEAREST INTERSECTION,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,27,"YALE DR AND EDINBORO CT, BOULDER, COLORADO, 80360",No_Match,NA,NA,NA,NA
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070827268,110000000000,2019 BOULDER WATERLINE - KNOLLWOOD SUBDIVISION,KNOLLWOOD DR AND GREEN ROCK DR,NA,BOULDER,BOULDER,CO013,CO,COLORADO,NA,80302,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,10-Aug-20,NA,NA,NPDES:COG080029,ICIS-NPDES NON-MAJOR,NA,NA,1623,"WATER, SEWER, PIPELINE, AND COMMUNICATIONS AND POWER LINE CONSTRUCTION",ICIS,GPS - UNSPECIFIED,CENTER OF A FACILITY OR STATION,NA,40.01966,-105.294556,28,"KNOLLWOOD DR AND GREEN ROCK DR, BOULDER, COLORADO, 80302",Match,Exact,"KNOLLWOOD DR & GREEN ROCK DR, BOULDER, CO, 80302",NA,NA
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070830772,110000000000,2019 BOULDER WATERLINE - KNOLLWOOD SUBDIVISION,KNOLLWOOD DRIVE AND GREEN ROCK DRIVE,NA,BOULDER,BOULDER,CO013,CO,COLORADO,USA,80302,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,9-Sep-20,NA,NA,NPDES:COR409546,ICIS-NPDES NON-MAJOR,NA,NA,1623,"WATER, SEWER, PIPELINE, AND COMMUNICATIONS AND POWER LINE CONSTRUCTION",ICIS,GPS - UNSPECIFIED,CENTER OF A FACILITY OR STATION,NA,40.01966,-105.294556,29,"KNOLLWOOD DRIVE AND GREEN ROCK DRIVE, BOULDER, COLORADO, 80302",Match,Exact,"KNOLLWOOD DR & GREEN ROCK DR, BOULDER, CO, 80302",NA,NA
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070838301,110000000000,2020 AIRPORT IMPROVEMENTS,3327 AIRPORT RD,NA,BOULDER,BOULDER,CO013,CO,COLORADO,USA,80301,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,7-Oct-20,NA,NA,NPDES:COR410049,ICIS-NPDES NON-MAJOR,NA,NA,NA,NA,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,NA,40.035526,-105.23277,30,"3327 AIRPORT RD, BOULDER, COLORADO, 80301",Match,Exact,"3327 AIRPORT RD, BOULDER, CO, 80301",188218891,L
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110020969013,110000000000,"2102 ATHENS ST., BOULDER CO",2102 ATHENS ST.,NA,BOULDER,BOULDER,8013,CO,COLORADO,UNITED STATES,80302,NA,NA,NA,NA,2,80100000000000,10190005,8,MONITORING STATION,NA,19-Apr-05,6-Nov-06,NA,AIRS/AQS:1705,AIR MONITORING SITE,NA,NA,NA,NA,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,NA,NA,NA,31,"2102 ATHENS ST., BOULDER, COLORADO, 80302",No_Match,NA,NA,NA,NA
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070540427,110000000000,2116 PEARL STREET LLC,2116 PEARL ST,NA,BOULDER,BOULDER,8013,CO,COLORADO,UNITED STATES,80302,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,19-Apr-19,NA,NA,RCRAINFO:COR000248864,UNSPECIFIED UNIVERSE,236116,NEW MULTIFAMILY HOUSING CONSTRUCTION (EXCEPT OPERATIVE BUILDERS).,NA,NA,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,NA,40.020393,-105.26777,32,"2116 PEARL ST, BOULDER, COLORADO, 80302",Match,Exact,"2116 PEARL ST, BOULDER, CO, 80302",220750709,R
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071179417,110000000000,2400 CENTRAL AVENUE,2400 CENTRAL AVENUE,NA,BOULDER,BOULDER,CO013,CO,COLORADO,USA,80301,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,11-Jan-22,NA,NA,NPDES:COR414840,ICIS-NPDES NON-MAJOR,NA,NA,1542,"GENERAL CONTRACTORS-NONRESIDENTIAL BUILDINGS, OTHER THAN INDUSTRIAL BUILDINGS AND WAREHOUSES",FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,NA,40.02549,-105.219154,33,"2400 CENTRAL AVENUE, BOULDER, COLORADO, 80301",Match,Exact,"2400 CENTRAL AVE, BOULDER, CO, 80301",220751075,R
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064857720,110000000000,2450 AND 2490 JUNCTION PL,33 ST AND FOUNDRY PL,NA,BOULDER,BOULDER,CO013,CO,COLORADO,NA,80301,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,7-Oct-15,10-Nov-15,NA,"NPDES:COG315384, NPDES:COG315439",ICIS-NPDES NON-MAJOR,NA,NA,1799,"SPECIAL TRADE CONTRACTORS, NOT ELSEWHERE CLASSIFIED",ICIS,GPS - UNSPECIFIED,CENTER OF A FACILITY OR STATION,NA,NA,NA,34,"33 ST AND FOUNDRY PL, BOULDER, COLORADO, 80301",No_Match,NA,NA,NA,NA
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064728647,110000000000,28 ST AND CANYON BLVD,28 ST AND CANYON BLVD,NA,BOULDER,BOULDER,CO013,CO,COLORADO,USA,80302,NA,NA,NA,NA,2,80100000000000,10190005,8,STATIONARY,NA,11-Sep-15,1-Apr-16,NA,NPDES:COR03N204,ICIS-NPDES NON-MAJOR,NA,NA,1629,"HEAVY CONSTRUCTION, NOT ELSEWHERE CLASSIFIED",ICIS,NA,NA,NA,40.01228,-105.303116,35,"28 ST AND CANYON BLVD, BOULDER, COLORADO, 80302",Match,Non_Exact,"28 CANYON PARK, BOULDER, CO, 80302",628060566,R
